Num;Character;Presence;Location;Sensation;Time;Moment;First_Name
212;30 years old, landscape designer, female;neighbors (with a child who advises);urban garden;fragrant flowers;afternoon;bright;Isabelle
213;42 years old, scientist, male;students (with a speaker who talks);school lab;chemical smells;morning;busy;Gérard
214;36 years old, politician, female;townspeople (with an elder who speaks);town hall;echoes of discussion;evening;lively;Nathalie
215;27 years old, travel agent, male;travelers (with a friend who advises);travel agency;noisy chatter;afternoon;warm;Maxime
216;24 years old, marine biologist, female;research team (with a colleague who talks);ocean lab;ocean breeze;morning;peaceful;Amandine
217;31 years old, energy consultant, male;office coworkers (with a manager who advises);office;computer hum;afternoon;calm;Christophe
218;30 years old environmentalist male (with a friend who advises);people on the sidewalk (with near a passionate advocate who speaks the advice);urban;noise of traffic;afternoon;busy;Julien
219;25 years old marine biologist female (with a colleague who talks);coastal café (with a coworker who advises);beach;smell of saltwater;morning;bright;Claire
220;40 years old teacher female (with a student who speaks);school classroom (with a curious student who advises);school;light from windows;afternoon;calm;Sophie
221;28 years old conservationist female (with a family member who talks);community center (with a relative who advises);park;sunlight filtering through trees;late afternoon;lively;Emma
222;22 years old student female (with a mentor who advises);university corridor (with a professor who speaks);school;light chatter;noon;vivid;Alice
223;32 years old tour guide male (with an enthusiastic tourist who advises);coastal trail (with a visitor who speaks);urban;crisp sea breeze;afternoon;soft;Thomas
224;30_years_old_environmentalist_female;people on the sidewalk (with a passerby who advises);urban;noise;afternoon;lively;Claire
225;25_years_old_student_male;teacher classmates (with a friend who talks);school;quiet;morning;clear;Lucas
226;45_years_old_botanist_female;crow (alone, aka inner voice);park;soft;afternoon;calm;Marie
227;38_years_old_seafood_seller_male;store buyers (with a customer who advises);urban;smell;afternoon;warm;Julien
228;22_years_old_activist_female;people in street (with a stranger who speaks);urban;noise;evening;vivid;Anaïs
229;50_years_old_hiker_male;someone at a window (with a neighbor who advises);suburban;quiet;morning;peaceful;Philippe
230;35_years_old_restaurateur_female;crow (alone, aka inner voice);urban;light;afternoon;bright;Isabelle
231;28_years_old_researcher_male;people on the sidewalk (with a pedestrian who speaks);urban;noise;morning;soft;Vincent
232;40_years_old_teacher_female;teacher classmates (with a colleague who advises);school;quiet;afternoon;cool;Sophie
233;32_years_old_parent_male;family members (with a sibling who talks);home;smell;evening;warm;Thomas
234;29_years_old_cleaner_female;people in street (with a neighbor who speaks);urban;smell;morning;cool;Julie
235;44_years_old_conservationist_male;people on the sidewalk (with a bystander who advises);urban;light;afternoon;cloudy;Marc
236;26_years_old_student_female;teacher classmates (with a mentor who talks);school;quiet;morning;clear;Laura
237;31_years_old_cosmetician_male;crow (alone, aka inner voice);park;soft;evening;nighty;David
238;37_years_old_lawyer_female;people in street (with another passerby who speaks);urban;noise;afternoon;lively;Christine
239;48_years_old_tour_guide_male;people on the sidewalk (with a visitor who advises);urban;light;morning;bright;Olivier
240;27_years_old_nutritionist_female;store buyers (with a customer who talks);urban;smell;afternoon;warm;Emma
241;49_years_old_tree_lover_male;people in park (with a jogger who advises);park;noise;morning;peaceful;Gérard
242;33_years_old_public_policy_expert_female;people on the sidewalk (with a stranger who speaks);urban;noise;evening;vivid;Nathalie
243;36_years_old_activist_male;crow (alone, aka inner voice);suburban;quiet;morning;calm;François
244;30 years old, environmentalist, female;friends (with a friend who advises);park;fresh air,mellow light;afternoon, sunny;calm;Claire
245;25 years old, marine biologist, male;community members (with an older man who advises);beach;salty breeze,sound of waves;morning, bright;lively;Thomas
246;16 years old, student, female;schoolmates (with a teacher who advises);classroom;marker scent,soft voices;afternoon, quiet;soft;Emma
247;45 years old, chef, male;customers (with a colleague who advises);restaurant;aroma of seafood, chatter;evening, warm;bright;Julien
248;50 years old, homeowner, female;family members (with a child who advises);kitchen;coffee aroma, clinking dishes;morning, calm;peaceful;Sophie
249;22 years old, volunteer, male;group of friends (with a peer who advises);community center;fabric scent,background music;afternoon, sunny;vivid;Lucas
250;40 years old, gardener, female;neighbors (with a friend who advises);backyard;earthy smell,birds chirping;morning, cool;bright;Anne
251;28 years old, office worker, male;colleagues (with a manager who advises);office;screen light,typing sounds;afternoon, quiet;calm;Maxime
252;60 years old, retiree, male;community volunteers (with a young adult who advises);forest;nature sounds,fresh air;afternoon, warm;soft;Henri
253;18 years old, high school student, female;friends (with a peer who advises);school garden;earthy smell,excited whispers;afternoon, sunny;lively;Camille
