Num;Character;Presence;Location;Sensation;Time;Moment;First_Name
43;22_years_old_college_student_female;street_walkers (with a passerby who talks);university_campus;vibrant_conversations_morning;morning;lively;Emma
44;27_years_old_professional_male;people_in_street (with a stranger who advises);urban_crosswalk;horns_and_steps_evening;evening;cloudy;Thomas
45;18_years_old_high_school_student_female;school_mates (with a friend who speaks);school_playground;sunshine_and_laughter_morning;morning;bright;Chloé
46;40_years_old_cab_driver_male;people_in_street (with a passenger who advises);busy_road;engine_noise_daytime;daytime;noisy;Stefan
47;35_years_old_mom_female;store_buyers (with her daughter who gives advice);shopping_mall;smell_of_food_noon;noon;warm;Marie
48;50_years_old_retired_male;people_on_the_sidewalk (with a neighbor who talks);suburban_neighborhood;chirping_birds_morning;morning;peaceful;Jean
49;23_years_old_photographer_female;crow (alone);city_square;camera_clicks_evening;evening;soft;Sophie
50;29_years_old_firefighter_male;people_in_street (with a co-worker who speaks);city_street;smell_of_smoke_afternoon;afternoon;vivid;Alex
51;34_years_old_travel_blogger_female;people_on_the_sidewalk (with a fellow traveler who advises);tourist_area;music_and_laughter_evening;evening;clear;Inès
52;21_years_old_new_student_male;teacher_classmates (with a mentor who gives advice);school_hallway;footsteps_echoing_morning;morning;cool;Matthieu
53;48_years_old_businessman_male;people_in_street (with a lawyer who speaks);downtown;busy_talks_afternoon;afternoon;busy;Pierre
54;19_years_old_art_student_female;people_in_street (with a street artist who talks);cultural_district;paint_scent_evening;evening;vivid;Alice
55;16_years_old_high_school_student_male;school_mates (with a peer who advises);school_hallway;chatter_and_laughter_morning;morning;bright;Victor
56;28_years_old_cafe_manager_female;people_in_street (with a regular customer who advises);cafe_patio;coffee_and_conversation_early_morning;morning;calm;Clara
57;45_years_old_social_worker_male;people_on_the_sidewalk (with a local resident who advises);community_center;children_play_noise_afternoon;afternoon;lively;François
58;32_years_old_traffic_analyst_female;people_in_street (with a consultant who talks);urban_intersection;traffic_sounds_evening;evening;noisy;Amélie
59;60_years_old_grandfather_male;people_in_street (with a friendly neighbor who speaks);quiet_street;rustling_leaves_morning;morning;peaceful;Louis
60;25_year_old_female_tourist;people_on_the_sidewalk (with a friendly local who advises);urban;noise of traffic;afternoon;busy;Emma
61;30_year_old_male_traffic_cop;pedestrians (with a passerby who talks);urban;fragrance of street food;afternoon;vivid;Lucas
62;40_year_old_female_worker;commuters (with her colleague who advises);urban;sound of honking cars;morning;cloudy;Claire
63;18_year_old_male_student;friends (with a classmate who speaks);school;echo of laughter;afternoon;soft;Maxime
64;35_year_old_female_mother;families (with a grandmother who advises);urban;smell of flowers;evening;bright;Isabelle
65;28_year_old_male_photographer;tourists (with a stranger who talks);urban;mixed city scents;morning;clear;Thomas
66;22_year_old_female_college_student;students (with a friend who speaks);school;noise of chatter;afternoon;lively;Sophie
67;55_year_old_male_retiree;passersby (with a store clerk who advises);urban;smell of coffee;morning;peaceful;François
68;45_year_old_female_community_worker;people_at_the_bench (with a nearby lady who speaks);park;noise of birds;afternoon;calm;Juliette
69;33_year_old_male_businessman;street vendors (with a vendor who advises);urban;fragrance of spices;night;quiet;Antoine
70;21_year_old_female_bartender;customers (with a friend who advises);urban;hum of music;night;vivid;Chloe
71;50_year_old_male_professor;students (with a student who speaks);school;whispers of discussions;morning;bright;Michel
72;39_year_old_female_healthcare_worker;families (with a jogger who advises);park;freshness of grass;morning;cool;Émilie
73;27_year_old_male_travel_writer;locals (with a fellow traveler who advises);urban;smell of pastries;afternoon;warm;Léon
74;31_year_old_female_engineer;workmates (with a mentor who speaks);urban;machine sounds;morning;soft;Nathalie
75;26_year_old_male_artist;gallery visitors (with a gallery owner who advises);urban;visual stimulation;evening;vivid;Julien
76;47_year_old_female_chef;customers (with a waiter who talks);urban;aroma of cooked food;dinner;busy;Patricia
77;29_year_old_male_researcher;colleagues (with a friend who speaks);school;silence of the library;afternoon;quiet;Raphaël
78;37_year_old_female_nurse;patients (with a doctor who advises);hospital;clean sterile smell;morning;clear;Catherine
79;23_year_old_male_fitness_trainer;gym_members (with a client who talks);urban;energy of workout;morning;lively;Gaspard
80;25 years old, pedestrian, female;people on the sidewalk (with a friend who advises);urban;noisy;afternoon;busy;Clara
81;30 years old, father, male;street walkers (with his son who advises);urban;bright;morning;clear;Julien
82;22 years old, student, female;teacher classmates (with a classmate who speaks);school;quiet;afternoon;calm;Emma
83;40 years old, tourist, male;people in street (with a local who advises);urban;vivid;morning;bright;Marc
84;18 years old, teenager, male;people on the sidewalk (with a friend who advises);urban;cool;afternoon;lively;Lucas
85;35 years old, office worker, female;store buyers (with a colleague who speaks);urban;soft;morning;peaceful;Sophie
86;28 years old, cyclist, male;people in street (with a fellow cyclist who advises);urban;windy;evening;cloudy;David
87;21 years old, college student, female;teacher classmates (with a professor who speaks);school;quiet;afternoon;calm;Alice
88;27 years old, nurse, male;people in street (with a stranger who advises);urban;noisy;evening;vivid;Thomas
89;45 years old, bus driver, female;people on the sidewalk (with a pedestrian who advises);urban;bright;afternoon;busy;Nathalie
90;32 years old, barista, male;people in street (with a customer who advises);urban;soft;morning;peaceful;Antoine
91;50 years old, retiree, female;street walkers (with a passerby who advises);urban;quiet;evening;calm;Geneviève
92;19 years old, high school student, male;teacher classmates (with a peer who advises);school;bright;morning;clear;Raphaël
93;38 years old, engineer, female;people on the sidewalk (with a local who advises);urban;cool;afternoon;lively;Isabelle
94;23 years old, intern, male;street walkers (with a friend who advises);urban;vivid;morning;bright;Maxime
95;31 years old, waitress, female;people in street (with a stranger who advises);urban;quiet;evening;peaceful;Elodie
96;29 years old, graphic designer, male;people on the sidewalk (with a passerby who advises);urban;soft;afternoon;calm;Julien
97;24 years old, student, female;teacher classmates (with a professor who speaks);school;bright;morning;clear;Chloé
98;41 years old, mail carrier, male;people in street (with a colleague who advises);urban;noisy;afternoon;busy;Philippe
99;36 years old, construction worker, female;people on the sidewalk (with a friend who advises);urban;windy;morning;cloudy;Martine
100;25 years old, pedestrian, female;people on the sidewalk (with a friend who advises);urban;noise;afternoon;busy;Élodie
101;30 years old, pedestrian, male;street walkers (with a mother who advises);urban;light;morning;bright;Julien
102;22 years old, college student, female;teacher classmates (with a classmate who speaks);school;quiet;afternoon;calm;Sophie
103;40 years old, commuter, male;people in street (with an older man who speaks);urban;noise;evening;lively;Pierre
104;18 years old, high school student, female;friends (with a best friend who advises);park;light;morning;clear;Clara
105;35 years old, office worker, male;store buyers (with a cashier who advises);urban;smell;afternoon;soft;Thomas
106;28 years old, cyclist, female;street walkers (with a fellow cyclist who speaks);urban;noise;evening;vivid;Chloé
107;26 years old, pedestrian, male;people in street (with a passerby who advises);urban;light;morning;calm;Lucas
108;21 years old, traveler, female;people on the sidewalk (with a tourist who speaks);urban;busy;afternoon;bright;Emma
109;19 years old, student, male;students (with a mentor who advises);school;quiet;morning;cloudy;Alex
110;30 years old, pedestrian, female;people in street (with a passerby who speaks the advice);urban;noisy;afternoon;busy;Chloé
111;45 years old, pedestrian, male;street walkers (with a traffic officer who advises);urban;vivid;morning;clear;Julien
112;22 years old, student, female;teacher classmates (with a friend who speaks);school;quiet;afternoon;calm;Claire
113;28 years old, pedestrian, male;store buyers (with a shopkeeper who gives the advice);urban;light;noon;bright;Lucas
114;33 years old, pedestrian, female;people on the sidewalk (with a local resident who advises);urban;soft;evening;peaceful;Marie
115;40 years old, pedestrian, male;crow (alone, aka inner voice);urban;dark;night;cool;Émile
116;20 years old, student, female;teacher classmates (with a mentor who speaks);school;quiet;morning;bright;Alice
117;25 years old, pedestrian, male;people in street (with a cyclist who advises);urban;noisy;afternoon;lively;Maxime
118;36 years old, pedestrian, female;someone at a window (with a neighbor who speaks);urban;light;evening;warm;Sophie
119;29 years old, pedestrian, male;people on the sidewalk (with a friend who gives advice);urban;vivid;morning;clear;Thomas
120;50 years old, pedestrian, female;people in street (with a police officer who speaks);urban;noisy;afternoon;busy;Isabelle
121;19 years old, student, male;teacher classmates (with a peer who advises);school;quiet;morning;calm;Gabriel
122;32 years old, pedestrian, female;crow (alone, aka inner voice);urban;dark;night;cool;Emma
123;27 years old, pedestrian, male;people in street (with a stranger who speaks the advice);urban;soft;afternoon;peaceful;Alexandre
124;24 years old, pedestrian, female;street walkers (with a mentor who advises);urban;vivid;afternoon;busy;Léa
125;38 years old, pedestrian, male;people in street (with a friend who speaks);urban;light;evening;calm;David
126;42 years old, pedestrian, female;people on the sidewalk (with an elderly woman who speaks);urban;quiet;afternoon;warm;Nathalie
127;26 years old, pedestrian, male;store buyers (with a clerk who gives advice);urban;noisy;midday;bright;Simon
128;31 years old, pedestrian, female;people in street (with a stranger who speaks);urban;saturated;evening;lively;Caroline
129;35 years old, pedestrian, male;crow (alone, aka inner voice);urban;dark;night;cool;Paul
130;30_years_old traffic officer male;passersby (with a friendly woman who advises);urban;city_noise;afternoon;lively;Pierre
131;25_years_old student female;classmates (with a concerned friend who advises);school;busy_hallway;morning;bright;Claire
132;40_years_old city guide male;tourists (with an elderly man who advises);urban;crowded_streets;afternoon;vivid;Jean
133;22_years_old jogger female;friends (with her mother who talks);park;fresh_air;morning;calm;Sophie
134;35_years_old delivery driver male;fellow workers (with a co-worker who advises);urban;engine_noise;afternoon;noisy;Marc
135;28_years_old graphic designer female;colleagues (with her boss who advises);urban;coffee_shop;morning;quiet;Lucie
136;18_years_old high school student male;friends (with a senior who advises);urban;city_noise;afternoon;cool;Thomas
137;45_years_old teacher female;students (with a classmate who advises);school;classroom_light;morning;bright;Isabelle
138;50_years_old urban planner male;community members (with a local resident who advises);community_center;indoor_events;afternoon;warm;Alain
139;27_years_old barista female;customers (with a regular who advises);coffee_shop;aroma_of_coffee;morning;soft;Juliette
140;32_years_old nurse female;patients (with a concerned spouse who advises);hospital;clinical_smell;afternoon;cloudy;Emilie
141;21_years_old college student male;roommates (with a teammate who advises);dormitory;computer_keys;night;peaceful;Nicolas
142;38_years_old shop owner female;shoppers (with a loyal customer who advises);store;retail_noise;afternoon;lively;Céline
143;26_years_old tour guide male;visitors (with a tourist who advises);historical_site;sounds_of_tourism;morning;bright;Victor
144;33_years_old security guard male;employees (with a manager who advises);mall;footsteps;afternoon;noisy;Hugo
145;29_years_old photographer female;clients (with a mentor who advises);urban;clicking_camera;afternoon;vivid;Nathalie
146;41_years_old librarian male;visitors (with a volunteer who advises);library;quiet_pages;morning;calm;Olivier
147;19_years_old intern female;supervisor (with a mentor who advises);office;stapler_sounds;afternoon;soft;Camille
148;47_years_old politician female;constituents (with an aide who advises);community_meeting;opinion_dialogue;evening;lively;Charlotte
149;24_years_old street vendor male;customers (with a regular who advises);market;food_scents;afternoon;warm;Paul
150;23 years old student female;crow (alone, aka inner voice);urban;busy streets noise;afternoon;vivid;Claire
151;45 years old office worker male;store buyers (with his colleague who advises);urban;coffee aroma;morning;bright;Julien
152;30 years old delivery cyclist male;people on the sidewalk (with a passerby who speaks);urban;engine roars;afternoon;lively;Thomas
153;19 years old tourist female;people in street (with a friendly stranger who speaks the advice);urban;city sounds;morning;clear;Emilie
154;27 years old graphic designer male;teacher classmates (with a fellow student who talks);school;paper rustling;afternoon;cool;Marc
155;34 years old security guard male;people in street (with a pedestrian who gives the advice);urban;car horns;night;dark;Hugo
156;29 years old nurse female;crow (alone, aka inner voice);urban;restaurant smells;afternoon;warm;Sophie
157;50 years old retiree male;street walkers (with his granddaughter who advises);urban;children playing;afternoon;soft;Jean
158;28 years old tourist female;people on the sidewalk (with a local who speaks the advice);urban;skateboards rolling;afternoon;calm;Caroline
159;21 years old student male;teacher classmates (with a mentor who advises);school;busy hallway noise;morning;bright;Alex
160;38 years old lawyer female;people in street (with a friend who advises);urban;traffic buzz;evening;lively;Laura
161;22 years old graduate female;people on the sidewalk (with a local who advises);urban;street vendors;afternoon;vivid;Chloe
162;31 years old fitness trainer male;people on the sidewalk (with a coworker who speaks);urban;jogging footsteps;morning;clear;Paul
163;39 years old city planner female;people in street (with an artist who advises);urban;music playing;afternoon;warm;Isabelle
164;48 years old bus driver male;street walkers (with a child who speaks);urban;bus engines;evening;cool;Daniel
165;25 years old cafe manager female;store buyers (with a customer who talks);urban;coffee brewing;morning;bright;Sarah
166;36 years old chef male;people on the sidewalk (with a nearby vendor who gives advice);urban;food scents;afternoon;soft;Olivier
167;42 years old construction worker male;people in street (with a friend who advises);urban;construction noise;morning;quiet;Philippe
168;33 years old software developer female;crow (alone, aka inner voice);urban;keyboard tapping;evening;dark;Nathalie
169;24 years old bartender male;people on the sidewalk (with a patron who advises);urban;music from bars;night;lively;Lucas
170;30_years_old_urban_explorer_female;friends (with a friend who advises);city_street;traffic_noise_muffled;afternoon;busy;Claire
171;25_years_old_student_male;classmates (with a classmate who talks);college_campus;students_laughing;morning;vivid;Lucas
172;40_years_old_parent_female;families (with a parent who speaks);busy_crosswalk;horns_honking;afternoon;noisy;Sophie
173;22_years_old_young_professional_male;colleagues (with a coworker who advises);city_sidewalks;city_smells;evening;cool;Jules
174;35_years_old_night_walkers_female;strangers (with a passerby who speaks);dim_lit_street;slight_breeze;night;quiet;Amélie
175;28_years_old_urban_runner_male;other_runners (with a fellow runner who advises);city_park;birds_chirping;morning;bright;Théo
176;19_years_old_tourist_female;travelers (with a tourist who advises);historic_district;excited_conversations;afternoon;lively;Chloé
177;50_years_old_community_member_male;neighbors (with an elderly neighbor who speaks);residential_area;children_laughing;late_afternoon;calm;Bernard
178;32_years_old_professional_female;pedestrians (with a local asking);shopping_district;aromatic_foods;evening;warm;Emilie
179;27_years_old_bike_commuter_male;cyclists (with a friend who advises);city_bike_lane;whistle_of_bikes;afternoon;cool;Matthieu
180;31_years_old_city_worker_female;co-workers (with a colleague who advises);downtown_streets;construction_noise;morning;busy;Inès
181;45_years_old_safety_guide_male;tourist_group (with a guide who speaks);tourist_area;street_performances;daytime;bright;Philippe
182;26_years_old_tech_worker_female;friends (with a friend warning);coffee_shop;coffee_aroma;morning;soft;Justine
183;38_years_old_hiker_male;family_group (with a sibling who talks);park_trail;fresh_air;afternoon;peaceful;Olivier
184;20_years_old_college_student_female;students (with a mentor who advises);university_building;library_silence;late_morning;quiet;Anaïs
185;39_years_old_nurse_female;community_members (with a neighbor who speaks);city_health_center;medicinal_smells;afternoon;calm;Céline
186;33_years_old_city_tourist_male;other_tourists (with an elder who advises);historical_site;warm_sun;midday;bright;Julien
187;23_years_old_events_manager_female;event_attendees (with a friend who advises);outdoor_festival;music_beats;evening;lively;Léa
188;47_years_old_local_resident_male;children (with a kid who speaks);suburban_streets;autumn_leaves;afternoon;cool;Eric
189;48_years_old_veteran_male;fellow_veterans (with a comrade who speaks);military_museum;historical_reference;morning;clear;Henri
190;28 years old man;people in the street (with a friend who advises);urban;busy noise;afternoon;lively;Thomas
191;34 years old woman;store buyers (with a stranger who advises);urban;fresh smell;morning;bright;Marie
192;22 years old woman;teacher classmates (with a fellow student who speaks);school;quiet atmosphere;afternoon;calm;Clara
193;45 years old man;people on the sidewalk (with a cyclist who speaks);urban;sharp sounds;afternoon;cool;Jean
194;39 years old woman;crow (alone, aka inner voice);urban;dim light;evening;quiet;Sophie
195;30 years old man;people in street (with a passerby who advises);urban;warm air;afternoon;soft;Lucas
196;21 years old woman;somebody at a window (with an elderly man who speaks);urban;fragrant flowers;morning;clear;Emma
197;50 years old man;street walkers (with a local who advises);urban;noisy environment;daytime;vivid;Philippe
198;27 years old woman;people on the sidewalk (with a jogger who advises);urban;fresh breeze;morning;bright;Isabelle
199;32 years old man;people in street (with a mother who advises);urban;traffic noise;afternoon;busy;Gabriel
200;40 years old woman;store buyers (with a daughter who speaks);urban;sweet smell;afternoon;warm;Chloé
201;29 years old man;teacher classmates (with a mentor who speaks);school;calm ambiance;afternoon;peaceful;Dylan
202;25 years old woman;crow (alone, aka inner voice);urban;industrial sounds;evening;cloudy;Léa
203;37 years old man;people on the sidewalk (with a bus driver who speaks);urban;mechanical hum;morning;cool;Jules
204;42 years old woman;street walkers (with a neighbor who advises);urban;fragrant coffee;afternoon;lively;Nathalie
205;26 years old man;people in the street (with a shopkeeper who advises);urban;street food smell;daytime;vivid;Victor
206;33 years old woman;somebody at a window (with an artist who speaks);urban;artistic vibe;morning;bright;Claire
207;24 years old man;people on the sidewalk (with a friend who advises);urban;fun music;afternoon;windy;Olivier
208;38 years old woman;teacher classmates (with a student who speaks);school;calm surroundings;afternoon;soft;Céline
209;31 years old man;people in the street (with a bus passenger who advises);urban;city sounds;evening;quiet;Antoine
210;30 years old, pedestrian, female;people in street (with a friend who speaks the advice);urban;noise;afternoon;lively;Camille
211;45 years old, city official, male;store buyers (with a cashier who advises);urban;light;morning;clear;Julien
212;22 years old, student, female;teacher classmates (with a classmate who talks);school;quiet;afternoon;calm;Emma
213;28 years old, delivery person, male;people on the sidewalk (with a local who advises);urban;noise;evening;warm;Lucas
214;35 years old, commuter, female;crow (alone, aka inner voice);urban;light;morning;bright;Sophie
215;40 years old, shopkeeper, male;street walkers (with a neighbor who speaks);urban;smell;day;cloudy;Antoine
216;50 years old, retiree, female;people in street (with a passerby who advises);park;soft;night;peaceful;Geneviève
217;26 years old, artist, male;friends nearby (with a buddy who advises);urban;lively;afternoon;vivid;Thomas
218;38 years old, office worker, female;people on the sidewalk (with a stranger who speaks);urban;busy;morning;cool;Clara
219;20 years old, bartender, male;street walkers (with a patron who talks);urban;noise;night;noisy;Olivier
220;32 years old, runner, female;people in park (with a fellow jogger who advises);park;light;morning;bright;Laure
221;27 years old, graphic designer, male;crow (alone, aka inner voice);urban;quiet;afternoon;calm;Maxime
222;29 years old, teacher, female;teacher colleagues (with an educator who speaks);school;soft;afternoon;sunny;Chloé
223;21 years old, intern, male;people in street (with a bystander who advises);urban;noise;morning;clear;Alex
224;47 years old, librarian, female;people on the sidewalk (with a reader who advises);urban;calm;afternoon;peaceful;Marie
225;36 years old, taxi driver, male;crow (alone, aka inner voice);urban;busy;evening;warm;Nicolas
226;44 years old, nurse, female;fellow pedestrians (with a passersby who advises);park;soft;morning;quiet;Isabelle
227;52 years old, engineer, male;store buyers (with an attendee who speaks);urban;light;afternoon;cloudy;Pierre
228;34 years old, journalist, female;people in street (with a mentor who advises);urban;noise;evening;lively;Valérie
229;30 years old, city worker, male;people on the sidewalk (with a friend who advises);urban;noise;afternoon;lively;Julien
230;25 years old, tourist, female;store buyers (with a local who advises);urban;smell;morning;bright;Sophie
231;40 years old, mother, female;teacher classmates (with her son who talks);park;quiet;evening;peaceful;Claire
232;18 years old, student, male;people in street (with an elder who speaks the advice);urban;light;afternoon;cool;Lucas
233;50 years old, jogger, female;people on the sidewalk (with a fellow jogger who advises);park;noise;morning;calm;Martine
234;45 years old, office worker, male;street walkers (with a passerby who warns);urban;scent of food;noon;vivid;Thomas
235;22 years old, artist, female;people in street (with a barista who speaks);urban;light;afternoon;soft;Emma
236;35 years old, delivery driver, male;crow (alone, aka inner voice);urban;noise of engines;morning;bright;Antoine
237;55 years old, retiree, female;people on the sidewalk (with a friend who advises);urban;smell of flowers;morning;warm;Isabelle
238;30_year_old_urban_planner_female;people_on_sidewalk (with a nearby stranger who advises);city_street;noise_of_traffic;afternoon;busy;Claire
239;25_year_old_student_male;teacher_classmates (with a classmate who speaks);school;light_from_windows;morning;bright;Julien
240;45_year_old_security_officer_male;store_buyers (with his daughter who gives the advice);shopping_mall;smell_of_food;midday;lively;Lucas
241;22_year_old_tourist_female;street_walkers (with an older woman who advises);city_square;air_of_culture;late_afternoon;vivid;Emma
242;28_year_old_nurse_female;people_in_street (with a passerby who speaks the advice);urban_park;sound_of_birds;morning;peaceful;Sophie
243;19_year_old_college_student_male;crow (alone);college_campus;light_scenery;evening;cool;Maxime
244;40_year_old_workshop_instructor_male;people_on_sidewalk (with a community member who speaks the advice);downtown;noise_of_construction;afternoon;noisy;Thomas
245;35_year_old_technology_specialist_female;someone_at_a_window (with an acquaintance who speaks);office;light_from_screens;afternoon;calm;Anaïs
246;50_year_old_retired_police_officer_male;people_in_street (with a neighborhood friend who advises);quiet_residential_area;smell_of_flowers;midday;soft;Henri
247;60_year_old_community_leader_female;people_on_sidewalk (with a young adult who speaks);city_parc;gentle_breeze;morning;clear;Margaux
248;32_year_old_firefighter_male;people_on_sidewalk (with a friend who advises);small_town;fresh_air;evening;calm;Pierre
249;27_year_old_fitness_coach_female;street_walkers (with someone in a gym wear speaking);city_park;whisper_of_breezes;late_morning;bright;Elodie
250;21_year_old_art_student_female;teacher_classmates (with a mentor who speaks);art_gallery;smell_of_paint;afternoon;vivid;Alice
251;38_year_old_photographer_male;people_in_street (with a local expert who advises);cultural_district;sounds_of_music;evening;soft;Victor
252;34_year_old_data_analyst_female;crow (alone);home_office;quiet_comfort;nighty;peaceful;Manon
253;48_year_old_construction_manager_male;people_on_sidewalk (with a site manager who gives hints);building_site;noise_of_tools;afternoon;cloudy;Julien
254;29_year_old_mom_female;store_buyers (with a friend who advises);grocery_store;smell_of_grocery;morning;clear;Caroline
255;31_year_old_web_developer_male;people_in_street (with a stranger who speaks);city_avenue;noise_of_cars;evening;busy;David
256;46_year_old_safety_consultant_female;crow (alone);hotel_lobby;light_from_lamps;afternoon;bright;Chloe
257;55_year_old_urban_farmer_male;people_on_sidewalk (with a mentor who advises);marketplace;fragrance_of_foods;afternoon;lively;Marc
258;30_years_old_urban_planner_female;people_in_street (with a passerby who advises);urban;noise;afternoon;lively;Chloé
259;45_years_old_school_teacher_male;teacher_classmates (with a student who talks);school;light;morning;bright;Julien
260;25_years_old_college_student_female;store_byers (with a shopkeeper who advises);urban;smell;afternoon;cool;Camille
261;38_years_old_sales_rep_male;people_on_the_sidewalk (with a stranger who speaks);urban;noise;nighty;calm;Marc
262;60_years_old_retiree_female;crow (alone, aka inner voice);park;quiet;morning;peaceful;Lucie
263;18_years_old_high_school_student_male;teacher_classmates (with a friend who talks);school;light;afternoon;bright;Paul
264;50_years_old_security_officer_female;people_in_street (with a nearby coworker who speaks);urban;noise;evening;soft;Fatou
265;33_years_old_web_developer_male;street_walkers (with an elderly person who advises);urban;light;afternoon;sunny;Antoine
266;22_years_old_intern_female;someone_at_a_window (with a stranger who speaks);urban;noise;evening;lively;Sophie
267;40_years_old_city_planner_male;people_on_the_sidewalk (with a passerby who speaks);urban;smell;morning;vivid;Éric
268;28_years_old_photographer_female;crow (alone, aka inner voice);park;quiet;afternoon;cool;Claire
269;35_years_old_public_transit_worker_male;people_in_street (with a family member who advises);urban;noise;morning;calm;Julien
270;27_years_old_student_female;street_walkers (with an older friend who speaks);urban;light;evening;bright;Manon
271;42_years_old_traffic_officer_male;teacher_classmates (with a fellow officer who talks);school;noise;afternoon;busy;Henri
272;21_years_old_art_student_male;crow (alone, aka inner voice);park;quiet;afternoon;peaceful;Lucas
273;55_years_old_city_inspector_female;people_in_street (with a fellow inspector who advises);urban;noise;morning;clear;Marie
274;29_years_old_engineer_male;store_byers (with a colleague who advises);urban;smell;afternoon;warm;Thomas
275;37_years_old_accountant_female;people_on_the_sidewalk (with a passerby who talks);urban;light;evening;cloudy;Elodie
276;19_years_old_biology_student_male;teacher_classmates (with a mentor who advises);school;quiet;morning;peaceful;Léo
